fraud_pattern,purchase_price,resale_price,transaction_id,transaction_type,ts
bot_ring,156.1,0.0,a9cb126d-f5fc-402b-9879-9ef1070c4a9e,Purchase,1787733872870
bot_ring,156.1,0.0,cde66117-4d74-4fac-b938-c93ca38905fd,Purchase,1787733873145
bot_ring,156.1,0.0,734783b0-1e79-4f28-b948-26b3a75d0978,Purchase,1787733873419
bot_ring,156.1,0.0,d25b1508-5c9f-448d-92c5-ab6b61a8fcee,Purchase,1787733873692
bot_ring,156.1,0.0,6752aefb-d072-4994-86ad-0f264def1085,Purchase,1787733874056
bot_ring,156.1,0.0,5b30ab41-3b67-490c-9493-9e8978ce49d0,Purchase,1787733877372
bot_ring,156.1,0.0,6a65d16c-3048-46aa-a404-5f1e8ecdf68c,Purchase,1787733878550
bot_ring,156.1,0.0,19fc4dff-1553-4ea0-8006-1969f2435fb4,Purchase,1787733883042
bot_ring,156.1,0.0,9c193073-edd8-42da-ac60-92bbee906cfe,Purchase,1787733888218
bot_ring,156.1,0.0,417d4986-aeef-438e-ace4-5dd849de4eeb,Purchase,1787733888620
bot_ring,156.1,0.0,3521279f-a96e-4559-8ce9-5a81b3c36558,Purchase,1787733889941
bot_ring,156.1,0.0,b58244ab-788f-4376-98b8-17d462618710,Purchase,1787733891086
bot_ring,156.1,0.0,c5c38c43-4c64-4286-a654-8fd680272505,Purchase,1787733892603
bot_ring,156.1,0.0,5a9ba586-3463-4bf0-b6cb-3d600ad01145,Purchase,1787733894223
bot_ring,156.1,0.0,ef346f0d-d1b2-4d0f-a4bf-4bffc0036851,Purchase,1787733895006
bot_ring,156.1,0.0,b07c80da-b2e0-4353-949f-98268faa586e,Purchase,1787733896658
bot_ring,156.1,0.0,e4c4cc4c-61a2-4b14-a491-8bd2e79398c7,Purchase,1787733898894
bot_ring,156.1,0.0,de598930-23de-4993-8ea2-afafe1b5eaf4,Purchase,1787733899349
bot_ring,156.1,0.0,f90d3083-f492-4446-a0fb-298e845ba11c,Purchase,1787733899724
bot_ring,156.1,0.0,11a82fa7-5f72-4c44-bc83-ecb0fe1f4ee7,Purchase,1787733901200
bot_ring,156.1,0.0,c6676b08-2a82-407a-b0ee-1d5478b63685,Purchase,1787733901635
bot_ring,156.1,0.0,27666668-1b44-4468-9339-7fbe415ee12f,Purchase,1787733902004
bot_ring,156.1,0.0,1e29c15e-353f-48c3-92e7-3ba5466cdadd,Purchase,1787733902482
bot_ring,156.1,0.0,90c50d15-4bc8-44c9-a5a9-53e189d49382,Purchase,1787733903285
bot_ring,156.1,0.0,cfb1dce1-2c84-440d-8723-76123d921577,Purchase,1787733903389
bot_ring,156.1,0.0,46c5ab95-f003-4a91-8e54-c3a983a95bae,Purchase,1787733903662
bot_ring,156.1,0.0,a83e78b1-36b0-409f-9721-8986d7eaa90f,Purchase,1787733904432
bot_ring,156.1,0.0,43799f1c-816a-47ad-b5c8-f9988cc81670,Purchase,1787733904688
bot_ring,156.1,0.0,aa5ed7c1-7fcf-467b-949e-87aa471cca45,Purchase,1787733904852
none,51.54,0.0,812a5efe-2fe9-419c-b977-700615943710,Purchase,1787733906254
bot_ring,156.1,0.0,afcdeb63-e8b7-497d-be51-6a8a446e164a,Purchase,1787733907133
bot_ring,156.1,0.0,62ec14eb-0d63-4cae-81c0-d4460176ec49,Purchase,1787733907804
bot_ring,156.1,0.0,b0fe70f9-a5a3-4252-ba10-02b755d25466,Purchase,1787733907898
none,148.29,0.0,28dc8e48-15c5-492c-bafa-7121065f39b5,Purchase,1787733910234
bot_ring,156.1,0.0,a94e6d31-6fc8-407d-997b-47b6ee009e59,Purchase,1787733917456
bot_ring,156.1,0.0,44f36f67-9f9f-4d78-b19e-5eb1afcb7996,Purchase,1787733917928
bot_ring,156.1,0.0,c8bd4448-a7d9-4c3e-98ea-ea6e63103d7f,Purchase,1787733918849
bot_ring,156.1,0.0,511acc95-d2eb-43d1-96f3-00a4777042d2,Purchase,1787733919208
bot_ring,156.1,0.0,47aadc66-c1b9-49a5-9f69-f5d2b7680e3d,Purchase,1787733921926
bot_ring,156.1,0.0,4963cfd4-f15a-4fd2-9589-7d69a5417b63,Purchase,1787733922307
bot_ring,156.1,0.0,7322b792-cf94-4b7d-bca2-6cbab1a9a576,Purchase,1787733923584
bot_ring,156.1,0.0,56375ea5-e365-4cfd-84d2-99f8ad44c4f8,Purchase,1787733924854
bot_ring,156.1,0.0,1d50f098-2e2f-4252-9bd8-a01dae66f964,Purchase,1787733927331
bot_ring,156.1,0.0,74660343-0c0d-40d9-9e50-e261df81ee4a,Purchase,1787733927609
bot_ring,156.1,0.0,dbba8812-ed63-4454-b761-86d806bd49c7,Purchase,1787733929033
bot_ring,156.1,0.0,51f0fe1d-8645-4e26-a180-28d567c7955e,Purchase,1787733929907
bot_ring,156.1,0.0,38ff2d39-bd38-4afa-a08e-7b53acedb08c,Purchase,1787733930234
bot_ring,156.1,0.0,457df923-52f0-44c3-b97f-bfd4ee647303,Purchase,1787733931125
bot_ring,156.1,0.0,ec7cc6e6-7e6d-49b8-a364-d40ffd692ef1,Purchase,1787733940939
bot_ring,156.1,0.0,3f5d49d9-5b4a-4e4b-b364-b7999555fba1,Purchase,1787733943652
bot_ring,156.1,0.0,5a4d52c7-10f9-4efe-83a1-d8c4767805f4,Purchase,1787733945964
bot_ring,156.1,0.0,45d1cfbd-d2ec-4e7a-90fc-dd456dac7e27,Purchase,1787733947639
bot_ring,156.1,0.0,22ff1be3-09a9-4688-b5ee-7e5b35583711,Purchase,1787733948973
bot_ring,156.1,0.0,6d61c2b7-db31-4c10-b9c2-d65b6c5aaa25,Purchase,1787733954418
bot_ring,156.1,0.0,ecabe1e9-3e90-4a8c-b2ab-0e22a813611b,Purchase,1787733954726
bot_ring,156.1,0.0,ff4c2889-d794-40de-871d-a96db543e8c5,Purchase,1787733956727
bot_ring,156.1,0.0,6812bc74-877f-426b-b39b-766333a3b10e,Purchase,1787733957853
bot_ring,156.1,0.0,22bc266b-20f4-4f0b-a401-9b6a84f14a20,Purchase,1787733957946
bot_ring,156.1,0.0,39ac5f4b-dd72-4024-bac7-70a4c86ecb62,Purchase,1787733959560
bot_ring,156.1,0.0,544b0325-52a9-4050-99a3-6ee837d02fb3,Purchase,1787733963946
bot_ring,156.1,0.0,f8d1aae8-700e-4b6d-b9a6-93ef35711561,Purchase,1787733964047
bot_ring,156.1,0.0,e3b683d4-d3a3-4339-ac31-26c04cd8054c,Purchase,1787733968775
bot_ring,156.1,0.0,e1c3fe98-0bab-40d6-b1a9-0ecf688066f7,Purchase,1787733971090
bot_ring,156.1,0.0,a4990739-869e-4bf4-b343-aa18347cd0f4,Purchase,1787733971913
bot_ring,156.1,0.0,cfd92fcf-0757-48ff-af2a-3540c5495a63,Purchase,1787733972621
bot_ring,156.1,0.0,41631003-b92c-472e-b2aa-1712332e83c9,Purchase,1787733974584
bot_ring,156.1,0.0,d957cd96-6781-4049-bfcc-7644381be2a1,Purchase,1787733975204
none,51.54,0.0,18eb3b01-1239-4270-ad9a-852b6376cabc,Purchase,1787733987310
none,132.45,0.0,6211e10e-efb7-4c6a-8d9d-71283a7629d7,Purchase,1787734001673
none,115.17,0.0,b54f4c2d-655b-4971-9cf9-c8cc59f0db64,Purchase,1787734006630
none,129.95,0.0,8c5180d7-7847-4fb2-9c68-27f43ff9731e,Purchase,1787734012300
none,115.17,0.0,8ef1305f-4230-45f7-883b-5184b6ba529e,Purchase,1787734025663
none,241.85,0.0,7b2ddf7b-de98-4e05-b074-58ff747e408d,Purchase,1787734046779
none,55.04,0.0,24d835a3-f200-4f0a-8904-d181eb7ac307,Purchase,1787734052304
none,200.4,0.0,2791d4f6-0ca2-4fbf-a3c2-2c5ab9560b43,Purchase,1787734061674
none,235.36,0.0,fe80a52f-b282-4d79-98ba-e25d84c96cf4,Purchase,1787734108154
none,262.1,0.0,38b3444a-716a-4c0b-9da5-a16d6676f270,Purchase,1787734135251
none,282.59,0.0,17a2e162-52d4-4d93-8929-05e723fb639b,Purchase,1787734139598
none,193.01,0.0,16812a1d-ce55-4d28-bb73-692a745e86fe,Purchase,1787734275440
bot_ring,156.1,0.0,cf7412ff-976b-49d7-a0e2-da14ff08862c,Transfer,1787734308825
none,110.58,0.0,1917021f-50e0-45d5-b1be-882b7d59cd52,Purchase,1787734369190
bot_ring,156.1,0.0,00476b2e-6ea4-4c5f-bb8b-161ea869959e,Transfer,1787734373874
none,200.4,0.0,9d85b47a-7426-4754-94cf-7750a2baad72,Purchase,1787734395652
bot_ring,156.1,0.0,90feec12-96bd-4185-bd10-a6f251dbb17f,Transfer,1787734408147
bot_ring,156.1,0.0,4a1d8a01-0211-497b-b02e-1da7dff61376,Transfer,1787734428849
none,133.04,0.0,e6913239-7b2f-47cc-9414-e744becb5f1e,Purchase,1787734453763
none,148.29,0.0,3e636171-1bcc-43b3-ae97-1e44ed79ab07,Purchase,1787734507791
none,206.97,0.0,505e241c-1db1-496a-8130-b5aede092428,Purchase,1787734527940
none,42.37,0.0,d368c53b-b805-4923-90f9-a437f05302c7,Purchase,1787734535775
none,265.56,0.0,ff21fb09-3313-46b7-a09e-b0c644d4d82c,Purchase,1787734598969
bot_ring,156.1,0.0,27219bbb-fd72-477d-962d-bc1945d2067e,Transfer,1787734609303
bot_ring,156.1,0.0,939b302e-c410-4675-a175-4cefa24015d1,Transfer,1787734616688
none,114.16,0.0,e6b30814-88c4-45ab-b238-2e3b924e6f1b,Purchase,1787734644383
bot_ring,156.1,0.0,223632f2-20c4-4f5d-9699-f908d95a017c,Transfer,1787734646999
none,71.27,0.0,1545984a-323e-43be-90b3-6e0a841411ba,Purchase,1787734679672
none,71.27,0.0,d0d61f44-0a6d-4e03-9a28-fb275a9d3681,Purchase,1787734728385
bot_ring,156.1,0.0,70d91273-3e6d-4f97-8910-f373527db562,Transfer,1787734774930
none,42.72,0.0,5daa9337-8357-4d8a-8c71-199cdb4c5cd9,Purchase,1787734775548
bot_ring,156.1,0.0,fe0fd9ec-c707-4546-b108-3466e0cee4a8,Transfer,1787734800742
none,129.95,0.0,fcff664e-eef6-474e-bcb9-6e6c4e69b96b,Purchase,1787734836607
bot_ring,156.1,0.0,f897baf0-3dcf-4273-8aa4-c43eada326e9,Transfer,1787734854160
none,76.21,0.0,acdc74ab-c90a-4518-a78a-cd05a7e8bdb6,Purchase,1787734879428
none,133.04,0.0,13d4b572-e9e7-4119-a4eb-e2f47ee3fc7f,Purchase,1787734912179
circular_resale,175.61,186.81,66383fa3-dec6-4e8f-b21b-76e3482202f9,Resale,1787734914226
none,114.16,0.0,55326aa2-2efd-4c45-8416-23c24675ea63,Purchase,1787734928522
none,206.97,0.0,8e742d0a-ea36-443c-bda9-fd244950b5e3,Purchase,1787734936892
bot_ring,156.1,0.0,8e09cb50-96e8-4445-a590-6585c7828c90,Transfer,1787734951781
none,175.61,0.0,911f331e-931b-4c16-9194-825d905d757b,Purchase,1787734965342
bot_ring,156.1,0.0,46014e11-d678-4ff7-8cc3-17efc3619cd3,Transfer,1787734974465
none,180.38,0.0,76e91665-0ace-4736-bd80-b738fe704cb4,Purchase,1787735000428
none,45.64,0.0,8f859f05-5a7c-4a71-b832-168db688fb43,Purchase,1787735000893
bot_ring,156.1,0.0,3617050a-2a09-4fde-9de5-62c306e308f5,Transfer,1787735079404
bot_ring,156.1,0.0,6d603651-818e-4bdf-b4c0-b8dee9f502a0,Transfer,1787735107096
none,284.59,0.0,6c31dc3d-5ab0-4d87-b503-2b9a082f0df7,Purchase,1787735114586
none,265.56,0.0,48d15c17-08d2-4a78-bcea-4e38f1798a01,Purchase,1787735125429
bot_ring,156.1,0.0,0b7246e2-436e-4ced-87b8-595ed2799a25,Transfer,1787735133934
bot_ring,156.1,0.0,71dcb5e1-eb17-47ed-9bab-22799ef301a6,Transfer,1787735166394
bot_ring,156.1,0.0,3b6b6054-51cb-4ee7-bdc0-30040810da56,Transfer,1787735174935
bot_ring,156.1,0.0,66dc0f3d-dc23-4929-bbac-b2e8186f4fa5,Transfer,1787735175650
bot_ring,156.1,0.0,fd242766-13d0-4698-865b-587897e5ae89,Transfer,1787735200348
bot_ring,156.1,0.0,281a7dd1-14f0-48c0-b98d-dfb956b8a1c5,Transfer,1787735223713
bot_ring,156.1,0.0,d6c56584-7442-4e4a-82cf-fc0f54a6b09a,Transfer,1787735223841
none,51.54,0.0,f321b572-057c-4f0a-b1de-92f8d2205ac4,Purchase,1787735226072
none,282.59,0.0,70561a0a-cc54-432e-8392-97dd550fa45b,Purchase,1787735229389
bot_ring,156.1,0.0,25aae4ba-4530-43c6-803f-e0099df32389,Transfer,1787735230207
bot_ring,156.1,0.0,cd3473ed-be32-4b1a-adcc-6e66f90999a5,Transfer,1787735296175
bot_ring,156.1,0.0,94be70be-8ecd-4525-8ede-357a9a3f493e,Transfer,1787735303302
bot_ring,156.1,0.0,a9718b56-b489-493e-abf8-e6485e482c02,Transfer,1787735342681
bot_ring,156.1,0.0,3f58282a-899c-4e9a-8119-1db3bd26551f,Transfer,1787735346166
bot_ring,156.1,0.0,6979bafa-436e-4bb8-8abb-6f54832b3664,Transfer,1787735351774
none,45.64,0.0,9ff087a9-2006-4108-9b75-5343f20adeaa,Purchase,1787735354046
none,114.16,0.0,722f93d6-dcac-431b-b03d-4fb5d6f580bf,Purchase,1787735355259
bot_ring,156.1,0.0,2ec5ee8a-a3ad-4476-a86f-756ac207eff8,Transfer,1787735373744
bot_ring,156.1,0.0,cce4c94c-0365-44ac-b233-060cb0c5b8f2,Transfer,1787735376014
bot_ring,156.1,0.0,82ca2598-a3bb-4331-9f51-81bc3f0cbf7d,Transfer,1787735384166
