account_id,is_platform
bcc9c2e6-9d2f-4a3e-a7b4-f9c831b5efb0,False
ce972144-4d17-494c-9288-cbf5a6bd63a4,False
9d6ba3b5-cda8-48b5-adf6-cca41761f1ce,False
4674a0eb-47ed-46dd-9da4-ec0f21ee0f6c,False
3955b110-fc2e-4301-9232-231d8dd7b77d,False
567e642e-052d-4b9a-9f58-4603e5a3d8e9,False
08a5ad03-3f4f-4031-b025-5b9dc5bcc4cd,False
a3a6ef83-cab6-4107-afd6-9b3af2dd9456,False
cc8cc291-fa23-48bc-86e4-abacf0effa1e,False
aa4e8b03-18b6-4fc7-bb50-f94f28bfffdd,False
30385dd7-4c7d-4313-a6c6-81b0e4729be5,False
3735262d-4184-4b03-84dd-7054144823f7,False
36fea0b4-38cd-4122-bc01-45e14ce2afa2,False
3f5fbf4f-d417-4230-9274-ee11b61df906,False
ece42aa5-930e-4549-924f-7225c519fd78,False
28c13091-444d-410b-bf87-e362cf8d446a,False
4d57d880-d865-469a-b4f3-310340066ff2,False
3ae0acdb-2a65-44af-b09d-338b23936d45,False
d4fecf58-a1f8-45a4-8a4b-455957765dc6,False
6df5fa4a-4a8e-4dd2-a067-982478adb182,False
8a81b778-8bf4-4171-8ab5-6e07a167974e,False
2344f207-f0a1-4255-a71e-bf8e979bc54c,False
9ad28c4a-9798-439e-9a78-6fcac5a06501,False
59fbb46d-51d3-449c-bfff-a983081190e9,False
c84042f9-db66-4c53-be15-91ee217fc48c,False
6b08984b-a731-46f3-9485-39236223733d,False
71594914-b1b6-4ecd-8009-45ce932c3ec9,False
33ffb402-a5d5-4bf9-8a3a-bb3ac439dfcf,False
6a25542e-ffbd-4cdd-9d84-d303ccb03fc5,False
9e541d3e-65e1-4146-ad8b-62b689cb09aa,False
9ff5846e-25d7-4d5e-8498-b40a16e1cf6b,False
5f89ed12-64d6-4fbf-98c0-1e2bf99f0704,False
d0713654-25cb-49de-8add-f902c46ea4cd,False
7daec949-d700-4461-8cb6-b0ba925f8199,False
3bca7ff6-71be-4c72-ad8c-c85c53559e80,False
d4f76322-b362-40d2-a498-8bdecd0254db,False
a5b40983-3eeb-404a-9df2-372e9e825aae,False
7800e27a-9ace-43cc-989c-83f68098580d,False
0760d408-0678-4e13-8bcd-6e4d24e11716,False
286ed390-edd9-4a1a-ba58-5b278ce3e7c3,False
1fe771d6-d917-4793-a9d3-c2e6505cc686,False
4ce794d7-e724-4119-af2f-32a720b6d43c,False
7f151663-189b-4535-83cf-ed3bb32f7256,False
8974e16a-2ef0-463c-9106-2a357d10bf9f,False
4da9b236-d15f-4acd-97df-c472e2fba2a1,False
b5ed7ce8-2ddf-4675-9235-d52e16d7ba54,False
05000bc6-b20d-4b6e-b231-1f1795863a76,False
8e67d7d8-431b-4c70-93a3-b34e87e504ce,False
5230dfbd-5553-42fe-a889-803e5913f9d3,False
1da85583-69cb-4141-9505-d99e2f7d987d,False
e6c9fd54-24bb-4796-89d6-8cdc5ed0b58c,False
2f191516-5fbb-4da5-a64a-1fe8b646e2b1,False
0ae95eb4-842a-4bac-ac7e-80ad29709912,False
4140752c-aa44-4259-9001-8b7b6d4067f4,False
25f88c74-53ea-4919-9b48-62c2d5ff2a1f,False
366f4268-7c7d-4490-9ab7-f449ff169376,False
2de1bda4-6a92-447b-9154-00a60283a43b,False
143029a9-d88f-4c94-88b7-63d5e519dd7e,False
a54680ad-8107-45f3-aa0c-e0e1cb70c67b,False
b819b15d-4f96-4a84-a0d4-4d244d074581,False
e7ab2ef7-7b8f-409a-8c8c-eba90662200c,False
bbaa574f-e0e3-45ce-84af-ecb79f2ebefc,False
8b6acc43-96af-4fcb-b3eb-f780c91d95c7,False
6c35e33c-70fe-45a1-b880-adc62af2b718,False
b770beaf-d5da-408b-ae94-c0b5aaf1c938,False
4f2e8a08-63b3-4fd0-8ef9-0bcc8988266f,False
9f999133-6e11-4dc4-bc37-531544bd8fcd,False
3e5bd4af-d587-47a3-b93c-04f7663ab809,False
541cdfcd-da0d-4a5f-948f-8b74a65bb1f2,False
66d4b394-61a7-4114-9994-f7ba4b7faa4c,False
41afeb2a-62c8-43f4-9d06-149ef1eab64a,False
e4425217-d6d4-436b-92ee-f5bb16b3bada,False
0ebd9eef-0836-42d1-84db-e9aa7999d29e,False
53ae0bce-0ccc-4432-a913-ed3b7f5c62cc,False
0840405a-ffd2-4491-9ff3-89aa4c36a70c,False
7f4a3544-817c-481a-afbc-2464ea524c69,False
722dce13-47a4-4c42-8665-34972fe922aa,False
4a26eb59-2101-4598-b7ad-3965b25b56dc,False
f65e52fd-2e03-49cc-8827-f0b5efa99c7e,False
4d862412-ae8c-497b-955c-4e185be2124f,False
20323ec5-2f4c-4a5e-869c-4218ecb55c92,False
b5ae2a56-fa03-4d6c-822f-b2f06175a257,False
502d58d9-9d46-4f41-95c6-5dc208d87a8b,False
5de82b8c-c234-40bb-8810-76dd79267133,False
49a4582a-a153-4da4-a2a1-30524de26097,False
cbd069d9-80e0-4a64-9fb8-3bc92b621afd,False
b543622e-ca84-42aa-b911-1299a3eb9098,False
6f302ca6-de58-475b-a5e3-9314ace6d9cb,False
7414d8f7-6d93-4815-aac0-ce2b819f7810,False
099fbb57-d2f7-4a83-ba59-5dc815b66499,False
21dcde12-0dbb-4a59-ba59-43e84c29b12a,False
04bc969a-452f-43c9-befd-b8dae5d6ab9b,False
c3595dc2-0bd3-42a9-abc7-8c063e9ace12,False
fffcd743-e3f1-4406-a31d-9c8be0f0fe79,False
93683dd6-5050-427e-8e38-5d03a0d80651,False
66c14dca-8255-4a61-9a3b-031932f57510,False
a74b151c-4b2c-4c4e-8e70-263a8245b08f,False
58c1aad6-f3f8-4ea4-bf14-eafa29f0ef7c,False
9381ebb3-a7f2-407e-b821-947c43a7320c,False
39b02e2a-d96e-484f-bdb0-174e7938878a,False
05cf079e-a095-4c4d-b3bd-2348854bc8fa,False
b8875caf-1991-403f-906e-ccbc3a8359b6,False
a6789753-8f1a-4d4a-b2ce-d11f8f59748b,False
f530c98d-6c7f-4bef-b086-47e1fa647958,False
0614ac41-275c-45dc-afa0-8cbebf343ca7,False
0f3f0f48-52d6-4779-9e43-79cbd8230076,False
d68bc80f-9dd2-4036-a737-cac9242e3d71,False
156c992b-cc97-4171-b926-393cf1974022,False
ffbb4bcc-a5cb-4f6f-bd33-31644bb8ebe2,False
47198f5c-f69b-4596-bf10-938caec7f267,False
ba236c22-e92a-4b97-91db-1a374204d733,False
cfef7fd7-a17e-4816-9a97-793bdddf8a27,False
c27f9590-333c-4c30-b4a1-1999dfcdd21a,False
2ab05af8-87e7-49e2-bf46-d9d3f2794e8b,False
e8fe6095-2cb3-4e23-9a94-0c6c1c8e806b,False
91b56e0b-5f0a-41ed-a341-9ff06b955f6f,False
a05a53c4-7c42-43c7-9bd8-978e92714fea,False
700ea842-f334-485d-b6ad-478c3e06f427,False
3b23feed-b9a4-4e2b-99e9-e3a418dcceb6,False
75e913d8-2a53-4bd6-a55f-daa5756e3fd6,False
98507072-7f44-4bca-9d3a-e1311b388581,False
bdb025ff-2451-45a4-91d0-59b26699cd99,False
bbe30fd2-4ed7-43f3-9609-52eb61fe6f28,False
ec5412b4-0d74-4c38-bc58-82ecb34de663,False
7464d6f2-11ea-4c00-863e-cbe2a8d99292,False
e0d6e969-478a-443a-bfb2-bfe18e7569bc,False
e877a70d-692f-476c-9a20-4dcc4ae8e236,False
8fffe845-6257-4e9c-8260-1132c02fb24f,False
d59f2b69-79a8-432f-a097-1a15c80682d3,False
7fb63b12-4cf2-4624-8243-0329f09fe936,False
0c5c9940-5753-4534-be48-7b1c4c1f088f,False
db869a02-a69b-4d21-afb3-8c42b0901da2,False
635d8150-d8dc-43a5-b09a-8327891d47fe,False
bfbf397b-ac3e-4b0d-9e5b-a13d746cdb77,False
910aeb6f-6b56-4091-a65c-9da5be160640,False
2c0ca9c0-314a-4ace-8677-4ddcaad414ad,False
0a199083-d83e-462a-b1ca-680c9a178669,False
7a49c96a-1168-4e55-82b1-4f24dc76a6a8,False
3664cafa-0f6d-4751-be9e-7b8af8c59ac6,False
03539b9a-ebeb-4d98-80b7-10a640f66fde,False
e39f95a1-61a9-429d-adc2-735db26dfebe,False
a793eb81-1d4c-4eb7-bb90-6c080cb140ed,False
bcbd6eeb-ceab-4f76-b776-f4e846f90964,False
05b08ce0-d09f-4fc4-b9e8-2ba53ecbc10b,False
b04816fd-fd86-4a13-809b-d8134f13823b,False
f88c2664-01bc-475c-9cdc-23fc50805bbf,False
14588063-5bf8-4d1d-86ad-7920aff7ff5d,False
761c7a2b-5263-48e0-bc59-69c6a6ea0997,False
37809a0a-4098-4e31-97f3-b054e266c16f,False
a72edd5f-4a0c-408d-9ee8-27fad451b59f,False
297a8503-d833-43c3-b88f-a199ccbcbf4b,False
b32281f3-3eac-4015-8a64-25fcbdb4f711,False
bf519362-41a6-4fed-a7ed-c8d8713f8f8c,False
8185ca84-90fc-49ed-bfba-5b2cba89c0b8,False
1ba651ed-3146-44a6-967a-efbb5404801d,False
cff2b1c4-e53f-4644-b39e-4df25c0a1feb,False
beb64fd8-ffc4-495b-8bc1-35a9503fe053,False
7013fa67-f244-481a-8e1f-e43215dcb535,False
13ffe66e-6ef2-4516-9f42-ca29a747520f,False
57522610-482a-48ff-8796-45b8212232df,False
fbc7b2a5-a368-47fa-b958-397900747f3f,False
67e2020e-f11f-4e97-b546-1a1c5a5a5dac,False
3fa1292a-507b-4b8e-abd6-f68435073a4e,False
57d3ec63-e3e1-43bb-ae8e-60755eebc618,False
76bd0773-d805-4e6a-ad91-6caf9c446194,False
a2e13d75-b2e2-43cc-b873-335fca3f48a4,False
2b7c5ee3-42a2-4950-adeb-5687949aca46,False
9e8fa807-5db9-4490-ac6b-2108ba9b519a,False
f97f4994-1f38-4f55-833a-c4d6d4085391,False
4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,False
c5709e30-417b-4634-a3ec-152ce0653245,False
ea4d7ed8-d04a-402a-a8db-2a2c3d8a0701,False
40bf5ca2-7064-42bb-a756-80bb3a215b51,False
612a9cc6-cfff-4d34-8aa8-1f139cdd39a7,False
cab285dc-85b7-4774-b608-937418caa0a9,False
1491b51d-e6a7-46b0-b961-9ae2960e9c1a,False
da970edb-a841-488d-93b3-4dafcca5ac2e,False
0b531932-bd94-49aa-bea6-e5b20c760d28,False
9f40ce6a-07c4-48ba-b1f2-7f0fd1a9af91,False
9736bb4f-f5c8-4e3c-aee3-1d4710ecf6ae,False
de1d4653-d112-4bb8-a7b2-df91adbd2e33,False
51071545-fc5b-44bd-85b1-49a096867676,False
9f8acdeb-2e8f-45a8-847a-3b7ed209383b,False
1fca0f16-78f8-455f-a2f5-a68bd590f435,False
93dc8eea-3e8e-436a-87e9-5e6d7f71eef6,False
a190aa44-a888-4521-845c-10ea1d842e8f,False
76492e64-f55d-4e6d-ad26-8b378f5242d3,False
57076494-05f4-449b-af10-b6ccdcaa5994,False
1f9deccd-ecf6-48c0-8861-3afa1ae17565,False
12049b0a-9e11-471c-a8ae-6b4bdec2c775,False
db9a0eb7-b48c-431b-8eeb-87ffc064f074,False
ea725584-5e6e-487a-a939-f79018177e4a,False
2213cdad-661d-4354-aa55-e9af537574b0,False
8afb9ff3-a7b1-4bcd-833a-c676b6d6e920,False
5afaeb32-419b-474e-8247-23c3a32a4516,False
cd5fe3f4-23a7-439d-8971-d849e3fb1c48,False
01ab1df1-7cd2-4263-aea3-5df6f2193325,False
a18af1fd-615a-4341-9d06-5ae84358ce3f,False
7d457a09-402d-45e8-9f47-d9021ba84a91,False
cdf5a57f-9c4e-4e7f-be44-b4c74955f0b0,False
f543c14d-5095-4881-a88d-37de6c1f0650,False
94ad6252-15bc-4a3e-bf76-55d7f97c6c3c,False
73d39457-b25f-43df-b8d4-9848702ba49f,False
8345d6d3-3d72-4c0e-a3ed-6309e25c2f4a,False
55273407-7cd2-492f-94b0-0f62c768b07f,False
09a3e57e-2c5b-4eb0-b03d-a2528c486219,False
924d4a86-efed-4e52-b9f7-3374e92af09b,False
afaf20ec-2a08-4526-ac4f-e33d47206b6c,False
cd4f8b2b-899a-4252-81e1-b94a78883058,False
318f7980-2ec2-45a6-9293-23e289e10a5a,False
217c82b1-c884-4ac6-a19a-4805e03a0ab6,False
6b6348f4-d14a-4950-b6e7-5939e2d76077,False
3e3869e2-0df6-4417-bd55-38c71cc464ed,False
c124b471-b64d-458c-8d8f-808d9c0e6192,False
3b45d977-c289-4a30-92db-575a79f633e8,False
6fb78271-504d-481f-8953-5b63ba81edd9,False
42803aa0-55ac-4d06-be9d-a9517329af6e,False
cd65e328-19fb-4ed2-8da1-2b024a2c7830,False
7746d0ba-8ae8-405b-94b4-a48268586eba,False
79eae461-0751-4daa-844a-2a482fe12ed8,False
596bf99f-a111-4bb1-b952-0c712e31e772,False
e49d681d-51d8-4c64-95fa-1ab8458f1f19,False
46230245-dd7c-415a-aeb2-51526002ed7b,False
7c08a960-26c4-41fd-b859-7bc643e9c94c,False
43a534d2-8e7d-4f5a-8773-e66a6db2b020,False
73b0e73d-5e51-4bf8-bfa0-29a6d0a73b72,False
f105c2d8-7acc-4c3b-b90c-a4475352db34,False
af1dcfb8-8a96-4a11-94be-6d9f2379c05f,False
c3575ff1-6caa-4c8d-bc3a-aa22d8f148fb,False
9c3de1b0-022b-4683-9033-da6587cf63fd,False
b8280725-70e9-4f08-89f0-9bd6a32785f7,False
5e7e2813-a967-4fe1-bfce-e629ea8e55a5,False
0dfabe46-dbd3-4865-8f38-1c01d5ce0626,False
da0eb3c3-f8f0-41ae-a924-e01a5f5cc473,False
6307d4d1-21c9-415d-9104-5a16ef15ab72,False
0a398bf7-27a1-48a0-afff-a2f4b5ae329d,False
bf8e8bfa-a0c9-4a72-b68a-cd40b8f14e3c,False
1b2ededb-8fc8-4fc0-83d5-bceb5edbb8ee,False
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,False
c49b9178-43a2-49e4-b981-f289185c39ed,False
f801a8bf-1467-473a-9507-14a73aac2179,False
93188472-9fa6-43ea-9b65-e8d62660f73f,False
c523b4e9-022f-46bb-82d9-c5d7e991e6d5,False
b9c8ddd8-8f8d-4ef2-a397-3de4fd414341,False
060fc65e-9011-4e99-9aee-c74ff2591fc7,False
7161c888-32c5-4d76-b70e-bb11affee02e,False
39ec8ca1-3fb2-4f47-bbcd-6c18a06e8de5,False
6aa0426d-f7c0-45f7-a9a5-3b4f8ff8869d,False
9dec2b83-3885-4f7e-af1a-25a829344e15,False
05776108-3166-4c94-bbb2-4366704fe1a8,False
a99f8c03-9c31-4930-a86e-f693da341653,False
f8ded777-bb1e-4ae8-97d8-21b8bb93cd40,False
277529a2-8d2c-4e83-8407-26547f5f61aa,False
89ef698a-ca46-439f-93ba-dc3ecc5bf684,False
861550f6-6b43-4b40-bb9a-21c41155581f,False
264e448e-1a87-47b0-855f-c748c6d273f9,False
7135f221-a6c9-437f-84da-d06a7872bdeb,False
0c0575ab-2dce-4207-800e-45409492ba69,False
3ef7839f-8df4-497b-98f8-001856fe4769,False
bc69c155-1a37-46bd-acd6-f011fd61f13b,False
a0d60422-1a32-4219-aeb1-3e3cd3cb6d14,False
6502d6a2-ca6a-4224-971e-16cc5da36f1b,False
6e6a3d5b-2154-4e4a-a1cf-91fb7e81cdfa,False
73e88db6-9e23-43d0-b491-5c14a30b669c,False
57d9cbb0-309e-47ba-90e6-56e592715f6e,False
e1fdc6d1-6978-4221-bfb7-5c574b8c031f,False
ce8b76a2-082f-4fb9-80e3-fe4fe4fb2a3b,False
0ec5bad7-b24a-46e3-9e41-1475b040d75a,False
9dca71ef-13e2-438a-bf9e-e7b6f0154f90,False
d0ef0cd4-5e6e-4398-8ff1-b675e6fb976b,False
b07aa066-7354-45ea-a894-9b8d00af5b3a,False
1bfc270c-8549-4255-89db-ebb5c9739495,False
d123f7c1-b7a1-467e-9a1e-00365cbaa496,False
2e401311-c973-484e-ad4c-041374be3766,False
6ef54cee-bc24-4f9f-9c01-4262815ada5d,False
3862abcf-db34-47bb-a90a-a98bfa87fba5,False
2a35ce30-303c-404b-8007-93365bf7dda1,False
02d3fb7e-84be-4e1c-9e5f-feaa0eb54078,False
5958a499-eeea-463e-a1e8-ac6843e42caf,False
d9caa609-ef43-4b80-bc85-630c94517f78,False
43d8c607-f27a-4635-a064-62aea0683570,False
4458b006-332c-4e0a-8e7d-a698ab95c72f,False
ae2bcab8-551f-44f7-a5d6-9a97360824da,False
a1ab975e-54a2-415d-bdfb-0259d07b3c55,False
d0411dec-6ab9-4a0f-b6c6-533e1b7a5c94,False
d5411860-8583-40bb-b2fb-59fd0c00f8ff,False
31c1b3f3-a2a5-400c-b6fa-64725436273c,False
40b374f8-8c1a-42c7-9fa3-ed1f61584f88,False
6610ba20-f0b0-4031-898a-ef7285d3f3ee,False
0f344fe1-c3c5-4bb5-a355-ce1655a47eab,False
9522496e-a7c8-49be-9082-140aed00e657,False
0e3141ec-5c31-4464-82c2-99f07487d772,False
60042231-36c3-4e85-8bae-295e902a405c,False
af76b6c2-dd6d-4b41-b692-a531c6097cd8,False
088dbd82-d883-43f8-8c98-03de12de9e5a,False
0f8a579c-b6db-4b2c-bb5e-2d657ce71cca,False
7a8b737a-31b5-476f-88e9-41fdb0850679,False
96c2e045-c75f-4b36-be30-cae95c83b98e,False
d0d70956-2205-4294-b319-c9c052d61c9a,False
35910434-d342-46c9-8d88-136e67f778de,False
7a761f37-e1a0-4de2-b6de-974a6d9d5598,False
a5e0ecfd-b96c-47ff-a5a0-f9e224f6548d,False
92a0c677-b700-43c5-90a9-0840c8e7f2f6,False
e6233aa1-9778-4819-ae9a-fb6be6a24a40,False
a847bce7-90fa-4b57-a4ac-2130deaf528d,False
ee550e96-037c-4932-a5b3-2f0bc91ca763,False
0dc78104-8c66-4766-b922-b440e0f1e44c,False
9df79a27-ddfc-4a92-b074-feb3fc5217cc,False
582b91ee-f8e8-435b-8c00-988a7ee1011a,False
93c6267d-dead-44fc-b395-26574ea12bd9,False
0361b157-b1fb-4587-a514-b3fcc809a0b4,False
bfddc3d9-9ee3-4c2a-b94d-62046808593f,False
29298691-ec93-443d-9e5e-8cfe2a96c526,False
aca58d95-915a-4c30-8b86-b5a1ca6fbff8,False
f3c2944a-b60a-4dcc-a7f7-745142da8609,False
e54ca6ca-dc70-4e22-a4ca-f1b8394a97fd,False
1e494952-ac5d-4e57-a3b6-64f40452f779,False
6d744a0b-3f2d-49c8-a338-e5797521aa18,False
2b76a718-566c-43cc-9d4d-fdb14e0ebe2e,False
bd1531c8-3764-4bda-b108-d4482f65fafa,False
c229a415-cb5f-4951-8534-f723c75694ac,False
f1abf7a0-cd59-4b8c-a362-7835555df8c6,False
15a905b4-08f6-4b3f-80c9-1cd8d9f8a24e,False
6f242a0f-2588-41bb-ad32-a7c68b64612c,False
01ae7eb1-4d45-4ea5-a3ec-4f6afe503fdc,False
82330e6e-b89c-46e9-9d39-b50542696d14,False
e387eb15-6765-43bf-b9ea-88738a9db593,False
3464fd00-ea21-4067-8cf1-493afbb8704e,False
f2f5b176-2c41-4bd3-b2f4-44abc1d71f4a,False
dbe38b89-a262-4fd2-a289-499e2a6716d4,False
3473b11a-73a5-44c1-bc8b-c1890d8adcc6,False
1b4142aa-8aa4-41e9-a9aa-aa7e483eb6a1,False
09b7fdf7-7d8d-4ddd-acf1-49cb4f1e1a37,False
3508507a-f622-4842-8402-2b3c508211a5,False
f22fdeb8-97ca-4ad1-a6aa-78092c3b4e9c,False
e7f2418a-953f-4fd4-a069-4b6d04b51c12,False
a5fcd671-125d-4206-82f8-65f8226001c6,False
c8169e32-5263-4195-b729-4c21208bc725,False
58f1a399-fbc7-4e98-b7ad-0afc5f429866,False
e3b2f985-2ad0-457e-b30c-19bc1073c0c3,False
490c3442-98c3-4a3d-8f92-8bca7aecc953,False
8a9da702-660f-44e6-845d-3231c6f7cc83,False
702f31e5-62cc-4604-8c53-644b0053f649,False
474d3a1a-695a-42da-ad14-e5bf848622e3,False
98eeac2b-fe9f-4caa-a182-f347533f5a72,False
f7073712-88b0-4b77-bfeb-4cf34ec77371,False
68d0a2a8-c4e7-47dd-a929-de738693fd9d,False
c0d978e7-cf6c-4143-8335-5860e84e9da0,False
f85bc2d3-0119-4e6d-a7f3-1b7851f9cd77,False
e5642b96-9624-4a9d-9cea-0ac0d466f946,False
3b576da7-c34a-4fa6-9bd4-87bbc75ee63d,False
e4a6da33-bda5-4100-bbaf-f9ca565854d5,False
8dedf9fb-4bb0-4f20-b27c-40266703b636,False
a5eea4a2-2cde-431f-9dce-8d9b5d96120d,False
a19f2485-31c4-4c9e-b0be-96304a6333e3,False
1a7167c7-6875-4545-832f-52c48e0370cf,False
893ad232-98c3-43ca-bff4-cec6e7b7b4c6,False
47efa886-d5b5-47b0-b92e-dfa1df266424,False
59bdfac9-0d99-4ab9-9fc0-ccce4ba08508,False
0ef40214-014b-4836-87ad-fc55c99cb5f3,False
90fcc9f1-2ddc-456b-a8c2-cce9723b80d4,False
6338fb29-7599-4b0a-895b-81d6b97d7617,False
a888e7af-fca3-4bae-b9e3-202eee4bd350,False
59259acd-4142-400e-aff6-fa9a16e6e8fc,False
cb505aa3-0c4a-4f81-a1c2-e70c629153bf,False
af374e8c-c473-4700-837e-7f6080000fac,False
b7b8c1a5-9a45-493d-b227-890e4e76833a,False
523e901f-2f23-4d0c-b6fd-f910e2742d5c,False
950df1a0-7aaf-4001-9912-316afd9e8e20,False
7f297630-bbca-4210-afe6-1a89d059b594,False
08825d14-341b-4c09-98a0-f6c0ab2d2fef,False
f4ac27ef-b734-4467-bbb9-5b07b1cb62d0,False
70b3e6df-c9c3-4dd8-a5a7-970558e8f1db,False
40328c40-b100-4314-b77c-ff4c99252280,False
e6b23125-d568-492f-9032-5480b01b5658,False
90a67567-23f2-468f-876a-25332d91ac23,False
d4018a45-ec1a-4adc-8a36-a7c0f0cc4f56,False
4b2a2bb4-097a-475d-b6ce-8d27bacc5ea6,False
ae1455f4-d6e8-4ad3-803a-423a990ddc73,False
e15680e9-ec06-4d73-b84e-2f114b523dc2,False
2bf95861-4827-4440-b6d9-fe1731094211,False
31e43850-86a8-4b2b-9c69-ee49712c3126,False
0e5d8626-19f7-4775-8f2f-633b60013e38,False
e8527018-bfa4-4e84-b987-51a2ddef7af4,False
97154633-9d4e-4b71-ab2e-c80e4c255823,False
ae3dc742-bef8-404b-bbcf-57d745f84c5d,False
1a9b0d42-154f-437d-befa-c198c3d6cd54,False
c7f4f4f9-8222-4ad3-aca3-91d47ba16dd7,False
b61d1f43-8df8-4ff9-83f8-6f2d436c9e18,False
75eb0e8f-a090-460d-a7c7-655a7b434a72,False
5a304528-0b59-4562-a227-219f551ff086,False
6ea28b15-d0a7-43b9-a7ea-ae636f850440,False
9417e0f5-aaff-46ff-b904-6b5213eb4599,False
70cafdd8-fc04-4f08-9207-0158f2771f63,False
043217e4-1847-4750-b78c-e7b72f14b369,False
0bce8eeb-684f-4e52-a2f1-5aad8752d9fb,False
02aa1c76-d0e0-4655-a03e-9b5d0ea8d0ee,False
7636ae1c-e961-41f3-8130-8be0fcea9a96,False
b1012b0f-174a-4825-964a-90627825e2f0,False
19d9d0b5-a962-4996-abbe-3b5a4d15f7d8,False
f3fd80f2-0423-493f-9e3a-564a8bf63e19,False
2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,False
5256f928-bea8-4e9f-a911-fd6d0d586ee2,False
1ee93260-3002-4831-b227-e8d89c60c81b,False
bf0aabdf-d708-4dc7-831f-9724e80368e2,False
ba751921-2833-48ea-9c94-563ae9365d1b,False
615eca80-0d0b-4920-9d46-0c9117478b5c,False
291c9094-cb2c-4efb-84c3-b30d435f59e6,False
74cd4a41-5e07-4fb2-9919-be9116a26e58,False
3c088990-54a2-4051-bb0c-cad9eee13cae,False
9b6fbe20-4b3a-4a83-a286-16f4bbf9a04b,False
89b5aab0-c121-49db-af12-b150605fb1eb,False
386e995d-3b01-4893-bd9d-38e36e078bdc,False
d73aae7b-47cc-4a66-a638-d8bef83893a2,False
9b3b5b4c-ff2a-40c0-9ab3-83c9e88188c3,False
84222f58-f022-44af-bb76-4637d277ab64,False
05e3d107-1d0f-4e16-a554-674f8240252d,False
589a2b88-cd2e-4c8b-a436-c8dec40cfbde,False
45c45a3e-e9da-484a-8075-9f1f87e5f0fe,False
be86f5d0-f73e-4b07-a860-25bfde68666d,False
7f9ad277-db49-4e6d-9688-782f72b696ca,False
eb4d8f42-8735-40a2-a511-09611869a217,False
11e74656-9026-4d4c-88ba-135ebd3b17eb,False
16daa8f5-be8e-466f-b4d0-91d15c02f1da,False
24444f64-3025-4856-8967-65693cb29bf1,False
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,False
20f5128d-51ab-4c77-a92f-adf7032124e8,False
39118497-3a43-42ba-9f0f-06cbcb9bc326,False
2bd346cb-e1ad-44fa-a974-eaeebdb1d20f,False
09ab99a3-658c-42ee-b1c4-6ef9db13f2ec,False
4bbb2e9a-8af5-4d42-8576-7c743ffb9577,False
4b4ef503-f872-4413-97c5-982cf6ae10e8,False
cb59b151-5dde-4466-bf03-66ef702724eb,False
18d98279-71e5-48a4-a8c0-563d258a9c6b,False
